coauthor	join_id	all_viafs	localid	set	id	name.norm	name.alts	profession	hobbies	societal_activity	birthdate	birthplace	deathdate	deathplace	birthplace1	birthplace2	birth_county	birth_parish	birth_area	birth_village	birth_lat	birth_lon	birth_level_used	domicile_places	domicile_years_in_place_after_20	domicile_prop_in_plac	domicile_koht	domicile_linn	domicile_kyla	domicile_lat2	domicile_lon2	domicile_raw	edu_raw	edu_max_school	edu_max_school_level	edu_max_school_name	edu_years_in_school	edu_higher_raw	edu_higher_degree	family_parents	family_siblings	family_marriage	family_kids
$aTreufeldt, Karl	ISIK3910	http://viaf.org/viaf/7445149544617300490001	3224	ISIK	3910	Treufeldt, Karl	Treufeldt, Carl~1917-1918	kirjanik, ajakirjanik, publitsist	""	""	1893-06-21	Valga	1939-11-27	""	Valga	""	""	""	""	Valga	57.77781	26.0473	1	Venemaa	21	0.434782608695652	Venemaa konsulaat			59.4386111111111	24.7447222222222	""	""		""	""		""	""	Päll).	21.VI 1893 Valgas tisleri p.	""	""
$aTreufeldt, Karl,$d1893-1939	ISIK3910	http://viaf.org/viaf/7445149544617300490001	3224	ISIK	3910	Treufeldt, Karl	Treufeldt, Carl~1917-1918	kirjanik, ajakirjanik, publitsist	""	""	1893-06-21	Valga	1939-11-27	""	Valga	""	""	""	""	Valga	57.77781	26.0473	1	Venemaa	21	0.434782608695652	Venemaa konsulaat			59.4386111111111	24.7447222222222	""	""		""	""		""	""	Päll).	21.VI 1893 Valgas tisleri p.	""	""
$aTreuhoff, Verner,$d1900-1935	ISIK3914	""	3228	ISIK	3914	Treuhof, V.	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aHeraklides, A.,$cpseud.,$du.1860-1924	ISIK3916	http://viaf.org/viaf/36149542899500302454	3230	ISIK	3916	Treumann, Aleksander	Treimann, Aleksander	""	""	""	""	""	1924-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aTreumann, Gustav Johannes,$d1849-1918	ISIK3917	""	3231	ISIK	3917	Treumann, Gustav Johannes	""	õpetaja, vallakirjutaja	""	""	1849-00-00	""	1918-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aTreumann, Hans,$d1905-1974	ISIK3918	http://viaf.org/viaf/154359345	3232	ISIK	3918	Treumann, Hans	""	tüpograaf, raamatuajaloolane, pedagoog	""	""	1905-05-07	Tallinn	1974-05-01	Tallinn	Tallinn	Tall pagari p.	""	""	""	Tallinn	59.43696	24.75353	1	Kunstn	24	0.348484848484849	""					""	""	2	gümn	reaalk	11	""	""	""	""	""	""
$aTreumann, Johannes,$d1893-1920	ISIK3919	""	3233	ISIK	3919	Treumann, John	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aTreumann, Madis,$d1855-1934	ISIK3920	http://viaf.org/viaf/42149542576700300118	3235	ISIK	3920	Treumann, Madis	""	loomaarst	""	""	1855-12-18	Vigala	1934-08-22	Tartu	Vigala	Lä Vigala Läti	Läänemaa	""	""	Vigala	59.08833	26.25917	1	Virumaa	26	0.328947368421053	""					""	""		""	""	6	""	""	Metsavaht  Jaan T., Ann Rostfeldt.	""	Ae 1891 Leontine Feldhof.	""
$aTriik, Eduard	ISIK3924	""	3239	ISIK	3924	Triik, Eduard	""	ametnik	""	""	1901-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aTriik, Nikolai,$d1884-1940	ISIK3925	http://viaf.org/viaf/17394055	3240	ISIK	3925	Triik, Nikolai	""	""	""	""	1884-00-00	""	1940-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aUibopuu, Friedrich,$d?-1933	ISIK3927	""	3242	ISIK	3927	Uibopuu, Friedrich	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aUibopuu, Hella,$d1898-1969	ISIK3928	http://viaf.org/viaf/13149542815400301884	3243	ISIK	3928	Uibopuu, Hella	Uibopuu, Ella	UNEDITEDLuuletaja.	""	""	1898-00-00	""	1969-00-00	""	""	Võ V-Antsla v.	Võrumaa	""	V-Antsla vald	""	57.76667	26.93333	6	""			""					""	""	5	ülik	TÜ phil	2	""	""	K.õp Juhan Uibopuu (vt).	V Friedrich Uibopuu (vt), v-p Valev Uibopuu (vt).	Ae P.	""
$aUibopuu, Valev,$d1913-1997	ISIK3930	http://viaf.org/viaf/17269366	3246	ISIK	3930	Uibopuu, Valev	Uibopuu, Valter~kuni 1932	ajakirjanik, kirjanik	""	""	1913-10-10	Antsla v. Võrumaa	1997-03-18	Lund	Antsla v. Võrumaa	Võ V-Antsla v öru	Võrumaa	""	V-Antsla vald	""	57.76667	26.93333	6	Kirj	16	0.223880597014925	Ajakirjandusmaja			59.425	24.7436111111111	""	""	5	ülik	Lundi ü phil	17	""	""	Metsavaht  Eduard U. (hilj metsnik ja Haabsaare lauavabr.juh, mõrvati 1919 komm-de  poolt, k.õp Juhan U. /vt/).	Onu kirj R.Roht.	Ae 1944--64 kirj Tuuli  Reijonen (1907, diplom Erkki R. /vt/).	""
$aUluots, Jüri,$d1890-1945	ISIK3934	http://viaf.org/viaf/44415543	3250	ISIK	3934	Uluots, Jüri	""	poliitik, õigusteadlane	""	""	1890-01-01	Kirbla v. Läänemaa	1945-01-09	Stockholm	Kirbla v. Läänemaa	""	""	""	Kirbla vald	""	58.73444	23.95417	4	""			""					""	""		""	""		""	""	""	""	""	""
$aUmalas, Madis	ISIK3935	""	3251	ISIK	3935	Umalas, M.	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aSander, A.,$cpseud.,$d1871-1944	ISIK3938	http://viaf.org/viaf/3475149544586700490009	3254	ISIK	3938	Trilljärv, Aleksander Harald	Trilljärv, Lex	näitleja, teatritegelane, tõlkija	""	""	1871-04-19	Porkuni m. Virumaa	1944-09-30	Tallinn	Porkuni m. Virumaa	""	""	""	""	Porkuni m.	59.18694	26.20722	3	""			""					""	""		""	""		""	""	""	""	""	""
$aTrilljärv, Aleksander,$d1871-1944	ISIK3938	http://viaf.org/viaf/3475149544586700490009	3254	ISIK	3938	Trilljärv, Aleksander Harald	Trilljärv, Lex	näitleja, teatritegelane, tõlkija	""	""	1871-04-19	Porkuni m. Virumaa	1944-09-30	Tallinn	Porkuni m. Virumaa	""	""	""	""	Porkuni m.	59.18694	26.20722	3	""			""					""	""		""	""		""	""	""	""	""	""
$aTruupõld, Richard,$d1890-1944	ISIK3944	http://viaf.org/viaf/104149542940300302713	3261	ISIK	3944	Truupõld, Richard	Treufeldt, Richard~kuni 1937	advokaat	""	""	1890-00-00	""	""	""	""	Vir  Voka v Toila k.	Virumaa	""	Voka vald	Toila küla	59.42127	27.50807	3	Tartu%20linn	8	0.516129032258065	Tartu linn	TRUE		58.38	26.7225	""	""	5	ülik	Tü jur   c.l.	5	""	""	Kaupm Jaan Treufeldt (1858--, Illuka v Ohakverest),  Liisi Karoliine Treilmann (1864--, Iisakust).	""	Ae 1923 Maali (Amalie)  Evert (1891--1951, Vilj pottsepp Jaan E., Leena).	""
$aTruusmann, Jaan,$d1866-1932	ISIK3945	http://viaf.org/viaf/384149544562400490002	3262	ISIK	3945	Truusmann, Jaan	""	taluperemees	""	""	1866-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aTruusmann, Jüri,$d1856-1930	ISIK3946	http://viaf.org/viaf/294935844	3263	ISIK	3946	Truusmann, Jüri	""	tsensor	""	""	1856-00-00	""	1930-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aTruuvere, Edgar Harald,$d1902-1942	ISIK3947	""	3264	ISIK	3947	Truuvere, Edgar Harald	Treufeldt, Edgar Harald	ajakirjanik	""	""	1902-09-02	Viljandimaa	1942-04-13	Sverdlovski obl.	Viljandimaa	""	""	""	""	Viljandi	58.36389	25.59	1	""			""					""	""		""	""		""	""	""	""	""	""
$aAnonymus,$cpseud.,$d1886-1971	ISIK3953	http://viaf.org/viaf/12315994	3271	ISIK	3953	Tuglas, Friedebert	Mihkelson, Friedebert~kuni 1923	kirjanik, kriitik, kirjandusteadlane, tõlkija, kultuuriloolane	""	""	1886-03-02	Ahja mõis Võnnu khk. Tartumaa	1971-04-15	Tallinn	Ahja mõis Võnnu khk. Tartumaa	""	""	Võnnu khk.	""	""	58.91667	23.7	3	""			""					""	""		""	""		""	""	Kirjanikunimi Tuglas.	// Keel ja Kirjandus, 1974, nr.	3, lk.174-175.	""
$aTuglas, Friedebert,$d1886-1971	ISIK3953	http://viaf.org/viaf/12315994	3271	ISIK	3953	Tuglas, Friedebert	Mihkelson, Friedebert~kuni 1923	kirjanik, kriitik, kirjandusteadlane, tõlkija, kultuuriloolane	""	""	1886-03-02	Ahja mõis Võnnu khk. Tartumaa	1971-04-15	Tallinn	Ahja mõis Võnnu khk. Tartumaa	""	""	Võnnu khk.	""	""	58.91667	23.7	3	""			""					""	""		""	""		""	""	Kirjanikunimi Tuglas.	// Keel ja Kirjandus, 1974, nr.	3, lk.174-175.	""
$aTuhk, August,$d1896-?	ISIK3955	http://viaf.org/viaf/16149542575700300131	3273	ISIK	3955	Tuhk, August	Gutman, August~kuni 1935	kaubandustegelane	""	""	1896-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aTuiman, Erik,$d1910-1945	ISIK3956	""	3274	ISIK	3956	Tuiman, Erik	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aTuisk, Mart,$d1889-1941	ISIK3957	http://viaf.org/viaf/5729149544604300490002	3275	ISIK	3957	Tuisk, Mart	""	õpetaja, sõjaväelane	""	""	1889-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aTuiskvere, Bernhard,$d1901-1983	ISIK3958	http://viaf.org/viaf/1880485	3276	ISIK	3958	Tuiskvere, Bernhard	Tiismann, Bernhard~kuni 1936	metsateadlane	""	""	1901-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aTulik, Arnold,$d1911-1990	ISIK3960	http://viaf.org/viaf/72413100	3279	ISIK	3960	Tulik, A.	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aUnder, Marie,$d,1883-1980	ISIK3962	http://viaf.org/viaf/39419701	3280	ISIK	3962	Under, Marie	Adson, Marie~aastast 1924~Hacker, Marie~aastast 1902~Under, Maria	luuletaja, tõlkija	""	""	1883-03-27	Tallinn	1980-09-25	Stockholm	Tallinn	""	""	""	""	Tallinn	59.43696	24.75353	1	""			""					""	""		""	""		""	""	""	""	""	""
$aUnder, Marie,$d1883-1980	ISIK3962	http://viaf.org/viaf/39419701	3280	ISIK	3962	Under, Marie	Adson, Marie~aastast 1924~Hacker, Marie~aastast 1902~Under, Maria	luuletaja, tõlkija	""	""	1883-03-27	Tallinn	1980-09-25	Stockholm	Tallinn	""	""	""	""	Tallinn	59.43696	24.75353	1	""			""					""	""		""	""		""	""	""	""	""	""
$aUndi, M	ISIK3963	""	3281	ISIK	3963	Undi, Martin	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aUndritz, Paul,$d1854-1897	ISIK3966	http://viaf.org/viaf/9626149544633500490006	3284	ISIK	3966	Undritz, Paul	""	pastor	""	""	1854-01-15	Rõngu khk. Tartumaa	1897-12-13	Valga	Rõngu khk. Tartumaa	Ta Kuigatsi (Vaalu) v Määritse	Tartumaa	Rõngu khk.	""	Rõngu k	58.14528	26.24806	3	Heinrich	53	1	""					""	""		""	""	74	""	""	""	""	""	""
$aTulnola, Hengo,$d1897-1986	ISIK3969	http://viaf.org/viaf/5094149544599300490007	3287	ISIK	3969	Tulnola, Hengo	Tschuhna, Hugo~Perekonnanimi kuni 1922, eesnimi kuni 1936.~Tulnola, Hugo~1922-1936	sõjaväelane, arhivaar	""	""	1897-00-00	""	1986-01-17	Eesti	""	Võ  Võru v Naviküla Saaval (Aleksandri v Väimela-Tagaküla Tulnol).	Võrumaa	""	Võru vald	""	57.86618	26.97418	2	Vabaduss	28	0.482142857142857	""					""	""	4	lipn.k	Oranienbaumi 1.lipn.k	11	""	""	Taluom  Jaan Tschuhna (1863--1947, Tagaküla Raudsepalt), Juuli Lilloson  (1875--1954, Tagaküla Vanatarelt).	""	Ae 1. 1922--46 Marju (Mary) Saar  (1904--, Pärnu kullassepp Georg Johann S., Elisabet Helene Herm, ae 2.  Piik), 2. 1960 Riina (Katariina) Riives (1918--99, snd Vilgats, Suhhumi  aedn t, ae 1.  Voldemar R. /1904--, vang 1941--66/, p Jaan R. /1939, ae  tõlkija Merike Roop (1945, vt)/).	Valdur (1923, vang 1944--, GB agent).
$aTupits, Artur,$d1892-1941	ISIK3972	http://viaf.org/viaf/69789508	3291	ISIK	3972	Tupits, Artur	""	ajakirjanik, poliitik	""	""	1892-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aTurp, Hans,$d1880-1954	ISIK3974	http://viaf.org/viaf/40149542580300300458	3293	ISIK	3974	Turp, Hans	""	õpetaja	""	""	1880-00-00	""	""	""	""	Vil Aidu v Viruse	Viljandimaa	""	Aidu vald	""	59.33306	27.04917	4	Rapla	17	0.275862068965517	Rapla linn	TRUE		59.005	24.7938888888889	""	""	3	aleksk	EAleksK	8	""	""	Taluom Andres T.,  Ell Kõrb (Aidu v Kukelt).	ö k.õp Salme Nõmme (vt).	Ae 1901 Anna Marie  Linkmann (Lõve v Pori aleviku kaupm Hans L., Anna).	Salme Rikas  (1902--, k.õp Tall-s, ae R.), Jenny Kuurberg (1903--, k.õp Lagedil, ae  K.), Viktor (1905--89, vt), Friida Oskar (1906--, k.õp Kehras, ae O.).
$aTuttar, Hendrik,$d1872-1946	ISIK3976	http://viaf.org/viaf/117149542804000301622	3295	ISIK	3976	Tuttar, Hendrik	""	misjonär, babtistijutlustaja	""	""	1872-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aTuul, J.	ISIK3980	""	3300	ISIK	3980	Tuul, Johan	""	õpetaja	""	""	1857-00-00	Tarvastu Viljandimaa	1930-00-00	Pärnu	Tarvastu Viljandimaa	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aUniver, Markus,$d1878-1950	ISIK3986	http://viaf.org/viaf/8145243768274441845	3306	ISIK	3986	Univer, Markus	""	õpetaja, koolitegelane	""	""	1878-09-20	Metstare t. Polli v. Pärnumaa	""	""	Metstare t. Polli v. Pärnumaa	Pä Polli v Metstare	Pärnumaa	""	Polli vald	""	58.12444	25.54556	4	Pärnu%20linn	17	0.266666666666667	Pärnu linn	TRUE		58.3844444444445	24.4988888888889	""	""	5	ülik	TÜ nat	14	""	""	Taluom Henn  U., Reet Toom.	V k.õp Volmer U. (1865--1941, vt).	Ae 1905 Alma Wahrmann  (1883--1969).	Eva (1906--), Heino Villem (1907—42, vt), Valdek Eduard (1909—43, vt).
$aUniver, Peeter	ISIK3987	""	3307	ISIK	3987	Univer, P.	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aUpīts, Andrejs,$d1877-1970	ISIK3991	http://viaf.org/viaf/69056783	3312	ISIK	3991	Upīts, Andrejs	""	kirjanik	""	""	1877-00-00	""	1970-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aUrgart, Oskar,$d1900-1953	ISIK3993	http://viaf.org/viaf/63177735	3314	ISIK	3993	Urgart, Oskar	""	bibliograaf, kirjandusteadlane, kriitik, tõlkija	""	""	1900-10-19	Sülgoja k. Kahkva v. Räpina khk. Võrumaa	1953-09-10	Tallinn	Sülgoja k. Kahkva v. Räpina khk. Võrumaa	""	""	Räpina khk.	Kahkva vald	Sülgoja küla	58.06785	27.4811	1	""			""					""	""		""	""		""	""	""	""	""	""
$aUsin, A	ISIK3996	""	3316	ISIK	3996	Usin, August	""	agronoom	""	""	1881-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aUstav, Karl,$d1867-1953	ISIK3997	""	3317	ISIK	3997	Ustav, Karl	Usstav, Karl	preester, õpetaja	""	""	1867-10-02	Kaarepere v. Tartumaa	""	""	Kaarepere v. Tartumaa	""	""	""	Kaarepere vald	""	58.66333	26.52694	4	""			""					""	""		""	""		""	""	""	""	""	""
$aTuuling, Enn,$d1906-1981	ISIK4001	http://viaf.org/viaf/126149542837100301923	3324	ISIK	4001	Tuuling, Enn	Aleksa, Meinhard~kuni 1937~Lõuna-Eesti tegel biogr. (1938), lk. 153-154.	õpetaja, luuletaja, kultuuritegelane, kodu-uurija, ajakirjanik	""	""	1906-07-07	Võru	1981-06-12	Võru	Võru	""	""	""	""	Võru	57.83389	27.01944	1	Saaluse	18	0.226666666666667	""					""	Võru Õpetajate Seminar~1927	3	õp-sem	Võru öS	14	""	""	TUULING, Enn (ALEKSA, Meinhard --1937, ps Pipra Tõnu).	7.VII  1906 Võrus.	Käsitööl, majaom ja kaupm Peeter Aleksa (1863--, Haanja  v-st), Anette Velsmann (1875--, Kõrgepalust).	""
$aTuurand, Aleksander,$d1888-1936	ISIK4004	http://viaf.org/viaf/22152379994101760313	3327	ISIK	4004	Tuurand, Aleksander	""	teatrikunstnik	""	""	1888-00-00	""	1936-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aTõeveer, Terje,$d1907-?	ISIK4006	http://viaf.org/viaf/3013149544583100490005	3329	ISIK	4006	Tõeveer, Terje	Gregor, Alide~a-ni 1933~Toomus, Terje~1933-1957	õpetaja, prosaist	""	""	1907-02-22	Olustvere v. Viljandimaa	""	""	Olustvere v. Viljandimaa	""	""	""	Olustvere vald	""	58.71667	25.56667	4	""			""					""	""		""	""		""	""	""	""	""	""
$aVikikivi, Assandra,$cpseud.,$d1907-?	ISIK4006	http://viaf.org/viaf/3013149544583100490005	3329	ISIK	4006	Tõeveer, Terje	Gregor, Alide~a-ni 1933~Toomus, Terje~1933-1957	õpetaja, prosaist	""	""	1907-02-22	Olustvere v. Viljandimaa	""	""	Olustvere v. Viljandimaa	""	""	""	Olustvere vald	""	58.71667	25.56667	4	""			""					""	""		""	""		""	""	""	""	""	""
$aTõldsep, Paul	ISIK4008	""	3331	ISIK	4008	Tõldsepp, Paul	""	ametnik	""	""	1906-00-00	""	1984-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aTõllasepp, August,$d1885-1970	ISIK4009	http://viaf.org/viaf/53149542774800301361	3332	ISIK	4009	Tõllassepp, August	""	ajakirjanik, meteoroloog, poliitik	""	""	1885-01-02	Konguta v. Tartumaa	1970-12-18	Tartu	Konguta v. Tartumaa	""	""	""	Konguta vald	""	58.26289	26.34781	2	""			""					""	""		""	""		""	""	""	""	""	""
$aUtuste, Kustas,$d1884-1941	ISIK4010	http://viaf.org/viaf/1618149544571800490005	3334	ISIK	4010	Utuste, Kustas	Kiršbaum, Gustav Vladimir~Kirschbaum, Gustav Vladimir	sõjaväelane	""	""	1884-07-25	Rummi karjam. Kärgula v. Võrumaa	1941-00-00	""	Rummi karjam. Kärgula v. Võrumaa	""	""	""	Kärgula vald	Rummi k	57.90083	26.70917	3	""			""					""	""		""	""		""	""	""	""	""	""
$aLepp, Marta,$d1883-1940	ISIK4011	http://viaf.org/viaf/250908528	3335	ISIK	4011	Utuste, Maarda	Kirschbaum, Marta Sophia~1913-1927~Lepp, Marta Sophia~Lepp-Kirschbaum, Marta Sophia~Lepp-Utuste, Marta Sophia~Utuste, Marta	kirjanik, publitsist	""	""	1883-11-12	Vardi (Varbola) v. Nissi khk. Harjumaa	1940-11-11	Tartu	Vardi (Varbola) v. Nissi khk. Harjumaa	""	""	Nissi khk.	""	Nissi k	59.10667	24.31611	3	""			""					""	""		""	""		""	""	""	""	""	""
$aVardi, Sophia,$cpseud.,$d1883-1940	ISIK4011	http://viaf.org/viaf/250908528	3335	ISIK	4011	Utuste, Maarda	Kirschbaum, Marta Sophia~1913-1927~Lepp, Marta Sophia~Lepp-Kirschbaum, Marta Sophia~Lepp-Utuste, Marta Sophia~Utuste, Marta	kirjanik, publitsist	""	""	1883-11-12	Vardi (Varbola) v. Nissi khk. Harjumaa	1940-11-11	Tartu	Vardi (Varbola) v. Nissi khk. Harjumaa	""	""	Nissi khk.	""	Nissi k	59.10667	24.31611	3	""			""					""	""		""	""		""	""	""	""	""	""
$aUudeküll, Oskar,$d1909-2007	ISIK4013	http://viaf.org/viaf/29149542581000300305	3337	ISIK	4013	Uudeküll, Oskar	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aUurits, Aleksander,$d1888-1918	ISIK4017	http://viaf.org/viaf/86144648583963139806	3341	ISIK	4017	Uurits, Aleksander	""	kunstnik	""	""	1888-00-00	""	2918-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aUustal, Johannes,$d1880-1954	ISIK4021	http://viaf.org/viaf/5300149544601100490002	3346	ISIK	4021	Uustal, J.	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aUustalu, Jüri,$d1889-1973	ISIK4023	http://viaf.org/viaf/168618568	3348	ISIK	4023	Uustalu, Jüri	""	õpetaja	""	""	1889-00-00	""	1973-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVallner, Rudolf,$d1879-1950	ISIK4024	http://viaf.org/viaf/18149542839800302187	3349	ISIK	4024	Vallner, Rudolf August	""	rohuteadlane	""	""	1879-08-02	Tallinn	""	""	Tallinn	""	""	""	""	Tallinn	59.43696	24.75353	1	""			""					""	""		""	""		""	""	""	""	""	""
$aTõnisson, Ilmar Hans,$d1911-1939	ISIK4026	""	3351	ISIK	4026	Tõnisson, Ilmar	Tõnisson, Ilmar Hans	ajakirjanik	""	""	1911-01-06	Tartu	1939-10-10	Tartu	Tartu	Trt.	""	""	""	Trt.	58.38062	26.72509	7	Tartu%20linn	5	0.142857142857143	Tartu linn	TRUE		58.38	26.7225	""	""	5	ülik	Tü phil  c.l.	9	""	""	Peatoim Jaan T. (vt),  Hilda Lõhmus (vt).	""	Ae 1932 Amanda (Ama) Peri (1906--97, vt).	Tõnis Jaan  (1932, ae 1954 Cara Püss /1933/, l-d Raoul Omar /1957/, Tiina /1959/).
$aTõnisson, Jaan,$d1868-1941	ISIK4027	http://viaf.org/viaf/249285257	3352	ISIK	4027	Tõnisson, Jaan	""	ajakirjanik, poliitik, õigusteadlane, riigitegelane	""	""	1868-12-22	""	1941-00-00	""	""	Vil Vilj v Mursi	Viljandimaa	""	Vilj vald	""	58.33333	25.56667	6	Mari	1	0	""					""	""		""	""	2	""	""	Taluom Jaan T.  (1830--76, Mursi perem Juhan T. /1806--71/, Reet Villiam /1805--66/),  Mari Veimann (1838--1915, Vilj v Kihnu perem Tõnis V.).	V-d Mats  (1859--1929, Mursi perem, ae 1895 Ann Järv /1875--/, t-d Mari /1896--/,  Linda /1900--/), Juhan (1861--1928, ae 1900 Anna /1879--/, l-d Jaan  /1901--/, Johannes /1903--/, Marie /1906--/, Voldemar /1908--/, Hilda  /1911--/), Jüri (1870--1952, vt), Hans (1872--).	Ae 1910 Hildegard  Lõhmus (1890--1976, Trt õllevabr.om Hendrik L., Anna Stein, vt).	Ilmar  Hans (1911--39, ae Amanda Peri, p Tõnis Jaan /1932/, vt), Heldur (1912,  ae 1939 Salomia Kirik /1912/, p Ivar Jaan /1940/), Hilja Rut Kauri  (1915--8?, ae 1941 maj.teadl Juhan K. /1912, vt/), Lembit Rein  (1918--34).
$aTõnisson, Jüri,$d1870-1940	ISIK4028	http://viaf.org/viaf/49149542812500301711	3353	ISIK	4028	Tõnisson, Jüri	""	aednik	""	""	1870-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aTõnisson, Mats,$d1853-1915	ISIK4029	http://viaf.org/viaf/47591487	3354	ISIK	4029	Tõnisson, Mats	Tõnnisson, Mats	kalendrikirjanik	""	""	1853-03-23	Aidu v, Paistu khk. Viljandimaa	1915-11-23	Peterburi vangla	Aidu v, Paistu khk. Viljandimaa	Vil Aidu v Ahimäe Tatramäe	Viljandimaa	Paistu khk.	Aidu vald	Paistu k	58.43333	25.4	3	Tartu%20linn	33	0.516129032258065	Tartu linn	TRUE		58.38	26.7225	""	""	3	k.õp	k.õp eksam	1	""	""	Pops  Johann T. (1812--61), Anne (1811--64).	Kasuisa metsavaht Ado Märtson  (1804--).	Ae Mari Vilter (1859--1952).	5 p.
$aTõnissoo, Herbert,$d1902-1942	ISIK4030	""	3356	ISIK	4030	Tõnissoo, H.	Tõnisson, H.	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aTõnurist, August,$d1869-1943	ISIK4031	http://viaf.org/viaf/2119147425881545040003	3357	ISIK	4031	Tõnurist, August	""	kirjanik, kodu-uurija, õpetaja	""	""	1869-02-03	Mäetaguse v. Virumaa	1943-00-00	""	Mäetaguse v. Virumaa	""	""	""	Mäetaguse vald	""	59.2178	27.25821	2	""			""					""	""		""	""		""	""	""	""	""	""
$aTõrvand, Juhan,$d1883-1942	ISIK4035	http://viaf.org/viaf/95609088	3361	ISIK	4035	Tõrvand, Juhan	""	sõjaväelane	""	""	1883-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aTõõtsi, Juhan,$d1873-1934	ISIK4036	http://viaf.org/viaf/138149542776200301342	3362	ISIK	4036	Tõõtsi, Juhan	Tõõtsi, Johannes~Postimees 1934, nr. 173, lk. 1.	õpetaja	""	""	1873-02-04	Abja v. Pärnumaa	1934-06-27	Pärnu	Abja v. Pärnumaa	""	""	""	Abja vald	""	58.09328	25.25148	2	""			""					""	""		""	""		""	""	173, lk.	1	""	""
$aValma, Hugo,$d1891-1977	ISIK4040	http://viaf.org/viaf/4291149544593100490001	3367	ISIK	4040	Valma, Hugo	""	õpetaja	""	""	1891-06-01	Haapsalu	""	""	Haapsalu	Haap	""	""	""	Haap	58.94306	23.54139	7	Udriku	7	0.136363636363636	""					""	""	1	algk	Haaps kõrg.algk	5	""	""	Kelner ja majaom Jüri V.  (1834--1917, Taebla v-st), Leena Reiman (1853--).	""	Ae 1919 Marie  Tomasson (1895--, Tall ärim ja majaom Mihkel T., Maria Rikson).	Heino  (1920), Arno (1922), Helve (1930), Leili (1932).
$aValmet, Ado,$d1894-1972	ISIK4041	""	3368	ISIK	4041	Valmet, Aadu	Veeberg, Aadu~kuni 1936	metsateadlane, metsaülem	""	""	1894-00-00	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aSaareots, Mart,$cpseud.,$d1905-1944	ISIK4042	http://viaf.org/viaf/317149544562000490001	3369	ISIK	4042	Valmre, Elmar	Tõnisson, Elmar~Tõnsson, Elmar~?	ajakirjanik	""	""	1905-00-00	""	1944-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aValmre, Elmar,$d1905-1944	ISIK4042	http://viaf.org/viaf/317149544562000490001	3369	ISIK	4042	Valmre, Elmar	Tõnisson, Elmar~Tõnsson, Elmar~?	ajakirjanik	""	""	1905-00-00	""	1944-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
