"ISIK.id"	"nr"	"Eludaatumid"	"Üldandmed"	"Seotud.andmed"	"Nime.normitud.kuju"	"Sünniaeg"	"Surmaaeg"	"Tegevusala"	"Biograafilised.andmed"	"Allikad"	"Sünnikoht"	"Surmakoht"	"Märkus"	"Ühiskondlik.tegevus"	"Märkus.1"	"Aukraadid"	"Vangistused.ja.repressioonid"	"Poliitiline.tegevus"	"Nimi2"	"Synd"	"Vanemad"	"Vennadoed"	"Abielus"	"Lapsed"	"Haridus"	"Töö"	"Amet"	"Surnud"	"Allikad.1"
2784	2784	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Sommer, Jakob Martin"	"1860-00-00"	"1897-00-00"	"õpetaja"	"SOMMER, Jakob Martin (ps M.Suvi). 22.XI 1860 Vir Uhtna v  Sillal k.õp p. Silla v-k, V-Nigula khkk, k.õp eksam 1880 Tall-s. K.õp  V-Nigula khkk-s Pikaristil ja Põlulas ja V-Jaagupis Roelas, Tall-s  eraõp, ajakirj 1882--83, EKmS (Hurda kaastööl), Pb Jaani kir.k õp  1883--84, koduõp Ha Rooküla Nõmmemõisas 1884--87, erak.om Tall-s  1887--90, k.õp Pb-s, vaimuhaige 1895. Srn 27.XII 1897 Seevaldis  (enesetapp). Kirjanik.  EKBL, EKrL, EKoBL"	"EKBL, 364."									"SOMMER, Jakob Martin (ps M.Suvi). "	"22.XI 1860 Vir Uhtna v  Sillal k.õp p. "					"Silla v-k, V-Nigula khkk, k.õp eksam 1880 Tall-s. "	"K.õp  V-Nigula khkk-s Pikaristil ja Põlulas ja V-Jaagupis Roelas, Tall-s  eraõp, ajakirj 1882--83, EKmS (Hurda kaastööl), Pb Jaani kir.k õp  1883--84, koduõp Ha Rooküla Nõmmemõisas 1884--87, erak.om Tall-s  1887--90, k.õp Pb-s, vaimuhaige 1895. "	"Kirjanik. "	"Srn 27.XII 1897 Seevaldis  (enesetapp). "	" EKBL, EKrL, EKoBL"
2785	2785	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Sommer, Johann Friedrich"	"1777-12-23"	"1851-01-18"	"jutukirjanik"	"23.XII 1777 Tall-s  rätsepa p. 7 õ-v. Ae Christina Dorothea Zacharias (1792--). Tall algk,  kreisk. Vn merev-s, õp kreisk-s Rakv-s 1808--13 (õpil F.R.Faehlmann),  Vilj-s 1814, Pärnus 1815--37; Stanislav 1835. Kirjanik. Srn 18.I 1851  Pärnus, maet Eliisabeti kalm-le. EBL, EE, ENE1, EKBL, EKrL, EKoBL"	"Eesti kirjanike leksikon (2000), lk. 556-557."	"Tallinn"	"Pärnu"									"23.XII 1777 Tall-s  rätsepa p. "	"7 õ-v. "	"Ae Christina Dorothea Zacharias (1792--). "		"Tall algk,  kreisk. "	"Vn merev-s, õp kreisk-s Rakv-s 1808--13 (õpil F.R.Faehlmann),  Vilj-s 1814, Pärnus 1815--37; Stanislav 1835. "	"Kirjanik. "	"Srn 18.I 1851  Pärnus, maet Eliisabeti kalm-le. "	"EBL, EE, ENE1, EKBL, EKrL, EKoBL"
2846	2846	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Eisen, Matthias Johann"	"1857-09-28"	"1934-08-06"	"kirikuõpetaja, rahvaluulekoguja, kirjanik"	"EISEN, Matthias Johann (Madis). 28.IX 1857 Lä V-Vigala v Oese  kool. K.õp Jaan E. (1829--1901), Ann Liedenberg. Ae 1889 Ella Peronius  (1863--1947, Lempaala kir.õp Friedrich Ephraim P., srn Sm-s). Lihula  algk 1870, Pärnu-ülejõe algk 1871--72, Haaps kreisk 1872--74, Pärnu g  1875--79. Tü theol 1879--85, 10736, EüS 1879 (auvil), Hels ülik dr phil  h c 1927, Tü dr theol h c 1932. Proovia-l Ingeri Lembalas 1886,  Petroskoi kog aseõp 1886--87, Moloskovitsa ja Kattila kog abi- ja aseõp  1888, Kroonlinna e-sm-rts Nikolai kog õp ja mereväe div.õp 1888--1912,  usuõp Trt-s 1913--22, Tü rahvaluule isikl prof 1920--27, prof.emer ja  eradots 1927--34.  Kirjanik, folklorist, ajaloolane. EKmS, EKS (juh l  1912--27, aul), ERM (juh esim 1920--29, aul), EKarskusl aul,  AkadRahvaluuleS asut ja esim 1925--34. Srn 6.VIII 1934 Trt-s, maet  Raadi kalm-le. PmA, EBL, EAT, EE, EBLl, EEl, EAT2, EüS1, EKBL, ENE1,  ENE2, PEKR, EKrL, EKoBL, ENE2(14)  Isotamm 2"	"ENE, II, kk. 488; Postimees 1857–1907, 152. – EAT, 34–35."	"Oese koolimajas Vigala v. Läänemaal."	"Tartu"							"EISEN, Matthias Johann (Madis). "	"28.IX 1857 Lä V-Vigala v Oese  kool. "	"K.õp Jaan E. (1829--1901), Ann Liedenberg. "		"Ae 1889 Ella Peronius  (1863--1947, Lempaala kir.õp Friedrich Ephraim P., srn Sm-s). "		"Lihula  algk 1870, Pärnu-ülejõe algk 1871--72, Haaps kreisk 1872--74, Pärnu g  1875--79. Tü theol 1879--85, EüS 1879 (auvil), Hels ülik dr phil  h c 1927, Tü dr theol h c 1932. "	"Proovia-l Ingeri Lembalas 1886,  Petroskoi kog aseõp 1886--87, Moloskovitsa ja Kattila kog abi- ja aseõp  1888, Kroonlinna e-sm-rts Nikolai kog õp ja mereväe div.õp 1888--1912,  usuõp Trt-s 1913--22, Tü rahvaluule isikl prof 1920--27, prof.emer ja  eradots 1927--34. "	" Kirjanik, folklorist, ajaloolane. "	"Srn 6.VIII 1934 Trt-s, maet  Raadi kalm-le. "	"EKmS, EKS (juh l  1912--27, aul), ERM (juh esim 1920--29, aul), EKarskusl aul,  AkadRahvaluuleS asut ja esim 1925--34. PmA, EBL, EAT, EE, EBLl, EEl, EAT2, EüS1, EKBL, ENE1,  ENE2, PEKR, EKrL, EKoBL, ENE2(14)  Isotamm 2"
2847	2847	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Särgava, Ernst"	"1868-04-29"	"1958-04-12"	"õpetaja, kirjanik, inspektor"		"EBLT, 323; EAE-40, lk. 164-165."	"Vana-Vändra v. Pärnumaa"	"Tallinna Kose"																	
2871	2871	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Suburg, Laura"	"1853-04-13"	"1928-08-09"		"Biogr.: Naiste Hääl 1928, nr. 9, lk. 192-193."																				"Biogr.: Naiste Hääl 1928, nr. 9, lk. 192-193."
2872	2872	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Suburg, Lilli"	"1841-08-01"	"1923-02-08"	"õpetaja, ajakirjanik, kirjanik"	"SUBURG, Lilli (Caroline). 1.VIII 1841 Pä U-Vändra v Rõusa ms.  Aidamees (hilj Sikana Waldburgi karjams om) Toomas S., Eva Nuut. ö  Laura (1853--1928). Kasutütar Anna Wiegandt-Lammas (1867--1937, vt).  Pärnu Marie v.Ditmari erak ja kõrg.tüt.k (Lydia Jannseni pinginaaber),  kooliõp eksam 1869 Trt-s.  Kodukooli pidaja, Pärnu Pm toim 1878--79,  tütarl.algk juh Pärnus ja Vilj-s 1880--99, Linda väljaandja 1887--93,  erak pidaja Hummulis 1900--06.  Srn 8.II 1923 Valgas, maet Vändra  kalm-le (mälestussammas 1926). Kirjanik, mälestused EK 1923--24. PmA,  EBL, EE, ENE1, EKBL, EKrL, ENE2, EKoBL, ENE2(14)"	"Postimees 1857-1907, lk. 243-244. - EE, 14. 2000, lk.491."	"Rõusa"	"Valga"							"SUBURG, Lilli (Caroline). "	"1.VIII 1841 Pä U-Vändra v Rõusa ms. "	" Aidamees (hilj Sikana Waldburgi karjams om) Toomas S., Eva Nuut. "	"ö  Laura (1853--1928). "		"Kasutütar Anna Wiegandt-Lammas (1867--1937, vt). "	" Pärnu Marie v.Ditmari erak ja kõrg.tüt.k (Lydia Jannseni pinginaaber),  kooliõp eksam 1869 Trt-s. "	" Kodukooli pidaja, Pärnu Pm toim 1878--79,  tütarl.algk juh Pärnus ja Vilj-s 1880--99, Linda väljaandja 1887--93,  erak pidaja Hummulis 1900--06. "	"Kirjanik, mälestused EK 1923--24. "	" Srn 8.II 1923 Valgas, maet Vändra  kalm-le (mälestussammas 1926). "	"PmA,  EBL, EE, ENE1, EKBL, EKrL, ENE2, EKoBL, ENE2(14)"
2878	2878	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Suits, Gustav"	"1883-11-30"	"1956-05-23"	"kirjanik, kirjandusteadlane"	"SUITS, Gustav. 30.XI 1883 Ta Kastre-Võnnu v Võnnu k.  Kooliõp  Hindrek S. (Suitso, srn 1890), Liis Kerge (Kleinschmidt). Vend k.õp  Johan S. (1866--, vt). Ae 1911 mag phil Aino Emilia Thauv\\\'on (1884--1969,  praost Emil Thauv\\\'on, Alma Hedmanson, vt). Maret S.-Elson (1914--56,  ae Helmur E., vt), arst Helga Kangro (1924, ae arst Vello K.  /1923--93, vt/). Võnnu k-k, Trt III algk 1895--96, Trt g 1896--1904, TÜ  hist-phil 1904-, 19432, Helsingi Ü phil 1905--10, cand phil 1910,  Uppsala Ü dr phil h c 1935, EÜS 1904 (auvil 1945). Kirjanduse Sõbrad  1901--02, Noor-Eesti 1905--17, koduõp Sm-s, g.õp Hels-s 1913--17, ESRP  KK (vasakp) 1917--19, Võitluse toim.l 1918, E inf.büroo juh Stockholmis  1918, TÜ e ja üldise kirj-se prof k.t 1919--24, erak.prof 1924--31,  korr.prof 1931--44, TA 1938--40, AkadKirjandusüh-u asut ja esim  1924--40, EKS (aul 1932), Trt kodu hävis VII 1941, Sm-e IV 1944, Rts-i  IX 1944, ETI, eks.val har.min 12.I 1953--23.V 1956. Luuletaja. Srn 23.V  1956 Stockholmis. PmA, EBL, EAT, EE, EBLl, EKirjP, ENE1, EKBL, EÜS1,  EKkE, EKrL, VjV, ENE2, ETBL, ENE2(14)"	"EAE-40, lk. 215-216."	"Võnnu Tartumaa"	"Stockholm"							"SUITS, Gustav. "	"30.XI 1883 Ta Kastre-Võnnu v Võnnu k. "	" Kooliõp  Hindrek S. (Suitso, srn 1890), Liis Kerge (Kleinschmidt). "	"Vend k.õp  Johan S. (1866--, vt). "	"Ae 1911 mag phil Aino Emilia Thauv\\\'on (1884--1969,  praost Emil Thauv\\\'on, Alma Hedmanson, vt). "	"Maret S.-Elson (1914--56,  ae Helmur E., vt), arst Helga Kangro (1924, ae arst Vello K.  /1923--93, vt/). "	"Võnnu k-k, Trt III algk 1895--96, Trt g 1896--1904, TÜ  hist-phil 1904-, Helsingi Ü phil 1905--10, cand phil 1910,  Uppsala Ü dr phil h c 1935, EÜS 1904 (auvil 1945). "	"Kirjanduse Sõbrad  1901--02, Noor-Eesti 1905--17, koduõp Sm-s, g.õp Hels-s 1913--17, ESRP  KK (vasakp) 1917--19, Võitluse toim.l 1918, E inf.büroo juh Stockholmis  1918, TÜ e ja üldise kirj-se prof k.t 1919--24, erak.prof 1924--31,  korr.prof 1931--44, TA 1938--40, AkadKirjandusüh-u asut ja esim  1924--40, EKS (aul 1932), Trt kodu hävis VII 1941, Sm-e IV 1944, Rts-i  IX 1944, ETI, eks.val har.min 12.I 1953--23.V 1956. Luuletaja. "		"Srn 23.V  1956 Stockholmis. "	"PmA, EBL, EAT, EE, EBLl, EKirjP, ENE1, EKBL, EÜS1,  EKkE, EKrL, VjV, ENE2, ETBL, ENE2(14)"
3113	3113	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Enno, Ernst"	"1875-06-08"	"1934-03-07"	"kirjanik, pedagoog, luuletaja, ajakirjanik"	"ENNO, Ernst. 8.VI 1875 Ta Valguta ms. Kutsar (hilj Köödsa  kõrtsm ja Koruste k Soosaare om) Prits E. (1836--1926, Valguta v Arja  metsavaht Juhan E. /1803--47/, Eeva /1802--41/, õ Anna Umblia), Anna  Peters (1853--1935, S-Konguta Enge Jerva perem Jakob P. Kadri  Jürgenson). V-d Leopold (1886--, Venem-le), Paul (1892--1961, Prants  võõrleeg, srn USA-s), õ Emilie Caroline (1877--1969). Ae Olga Elfriede  Saul (1879--1974, Kodavere köster Joosep S., srn Londonis). Liki Toona  (1910--84, vt, ae 1934 näitl Enn T. /vt/, t Elin-Kai T. /1937, vt/).  Valguta Laketukme k-k (õp Mälk), Rõngu Paaslangi veskis Auguste Blanki  koduk, Treffn g 1886--, Trt reaalk, Riia polütehn kaub.osak 1896--1904,  5046, cand rer merc, Vironia asut.  Pm toim.l 1902--03, 1904--05,  1904--1905 Linda tegevtoim.  Trt VastKredüh-se am 1906, Isamaa toim  1906, Soosaarel 1906--08, J.Linde laevaäri am Pärnus 1908, Valga  kred.üh-se asjaaj 1909--19, Valga k-de õp, Valga EHarS esim, Läänem  koolinõunik 1919--34, Laste Rõõmu toim 1923--25.  Luuletaja.  Srn 7.III  1934 Haaps-s (kopsuhaigus), maet Haaps kesklinna kalm-le,  mälestussammas 1939. PmA, EBL, EAT, EE, EBLl, EEl, EAT2, Vironia1,  EKBL, ENE1, ENE2, EKrL, EKoBL, ENE2(14)  Isotamm 2"	"EAE-40, lk. 34; EAT, 36-37;  Postimees 1857–1907, 154–156."	"Rannu khk. Tartumaa"	"Haapsalu"							"ENNO, Ernst. "	"8.VI 1875 Ta Valguta ms. "	"Kutsar (hilj Köödsa  kõrtsm ja Koruste k Soosaare om) Prits E. (1836--1926, Valguta v Arja  metsavaht Juhan E. /1803--47/, Eeva /1802--41/, õ Anna Umblia), Anna  Peters (1853--1935, S-Konguta Enge Jerva perem Jakob P. Kadri  Jürgenson). "	"V-d Leopold (1886--, Venem-le), Paul (1892--1961, Prants  võõrleeg, srn USA-s), õ Emilie Caroline (1877--1969). "	"Ae Olga Elfriede  Saul (1879--1974, Kodavere köster Joosep S., srn Londonis). "	"Liki Toona  (1910--84, vt, ae 1934 näitl Enn T. /vt/, t Elin-Kai T. /1937, vt/). "	" Valguta Laketukme k-k (õp Mälk), Rõngu Paaslangi veskis Auguste Blanki  koduk, Treffn g 1886--, Trt reaalk, Riia polütehn kaub.osak 1896--1904, cand rer merc, Vironia asut. "	" Pm toim.l 1902--03, 1904--05,  1904--1905 Linda tegevtoim.  Trt VastKredüh-se am 1906, Isamaa toim  1906, Soosaarel 1906--08, J.Linde laevaäri am Pärnus 1908, Valga  kred.üh-se asjaaj 1909--19, Valga k-de õp, Valga EHarS esim, Läänem  koolinõunik 1919--34, Laste Rõõmu toim 1923--25. "	" Luuletaja. "	" Srn 7.III  1934 Haaps-s (kopsuhaigus), maet Haaps kesklinna kalm-le,  mälestussammas 1939. "	"PmA, EBL, EAT, EE, EBLl, EEl, EAT2, Vironia1,  EKBL, ENE1, ENE2, EKrL, EKoBL, ENE2(14)  Isotamm 2"
32	32	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Järv, Jaak"	"1852-04-17"	"1920-00-00"	"ajakirjanik, kirjanik"	"JäRV, Jaak. 17.IV 1852 Vil V-Suislepa v. Sulane Jaan J.,  Reet. Vanem v Ta Rõhul kooliõp, v Andres J. Virulase ja Pm toim.l. Ae.  Hans (srn 1926, vt). Rõhu v-k, vallak.õp eksam 1871. V-k õp Vs-Nõos  1871--75, Sakala toim.l 1878--80, KoiduS esim 1878--, Tartu E Seitungi  om ja toim 1881--82, Tall-s Virulase om ja toim 1882--88, 1905,  1907--1909, saadeti välja 1888, elas Moskvas 1888--1905, 1909--19,  ärimees (kilud), Tähe, Sädeme, Uue Virulase, öiguse toim 1905--07,  1919--20 poja juures Samaara kub asund-s, 1920 abik juurde Ufaa kub  Linda asund-sse. Hukkus III või IV 1920 Djoma jõel, maet Linda asund-s.  Kirjanik. EBL, EE, ENE1, EKBL, ENE2, EKrL, EKoBL, ENE2(14)  Isotamm 2"										"JäRV, Jaak. "	"17.IV 1852 Vil V-Suislepa v. "	"Sulane Jaan J.,  Reet. "	"Vanem v Ta Rõhul kooliõp, v Andres J. Virulase ja Pm toim.l. "	"Ae. "	" Hans (srn 1926, vt). "	"Rõhu v-k, vallak.õp eksam 1871. "	"V-k õp Vs-Nõos  1871--75, Sakala toim.l 1878--80, KoiduS esim 1878--, Tartu E Seitungi  om ja toim 1881--82, Tall-s Virulase om ja toim 1882--88, 1905,  1907--1909, saadeti välja 1888, elas Moskvas 1888--1905, 1909--19,  ärimees (kilud), Tähe, Sädeme, Uue Virulase, öiguse toim 1905--07,  1919--20 poja juures Samaara kub asund-s, 1920 abik juurde Ufaa kub  Linda asund-sse. "	" Kirjanik. "	"Hukkus III või IV 1920 Djoma jõel, maet Linda asund-s. "	"EBL, EE, ENE1, EKBL, ENE2, EKrL, EKoBL, ENE2(14)  Isotamm 2"
3235	3235	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Ertel, Alide"	"1877-07-25"	"1955-12-20"	"kirjanik, õpetaja"	"25.VII 1877 Va  Laatre v Soomel. Taluom Juhan E. (1850--1939), Miina Gross (Laatre v  Saksamatsilt). 12 õ-v: Alfred (1879--1918, vt), Friedrich (1885--1911,  vt), Ida (1. e naisjurist), Gerta Palvadre (1891--, ae 1912  õiguskantsler Anton P. /vt/). Koduõp, Trt Salomoni kõrg.tütarl.k  1888--93, koduõp eksam Trt-s 1893, Pariisi ü med. Koduõp Soomel  1894--96, 1898--1903, Venemaal 1896--98, 1911--14, Arula Rebaste v-k  juh 1914--16, 1905.a revol, 1906 Pb-s ja Soomes, Pb Pealinna Teataja  toim.l 1916, Keeni v-van abi 1917, Trt-s 1918--20, kooliõp Pärnus  1921--25, Kärdlas 1925--27 (valland), Sangaste v Laatre Soome peren  1930--32 (vigast 1932), aedn Elvas, Arulas.  Kirjanik. Srn 20.XII 1955  Arulas, maet Puka kalm-le. PmA, EBL, EAT, EE, EBLl, EAT2, EKrL, EKoBL"	"EAE-40, lk. 35; EAT, 38."	"Soome t. Laatre v. Sangaste khk. Tartumaa"	"Arula"	"Maetud Puka kalmistule."						"Ertel, Alide"	"25.VII 1877 Va  Laatre v Soomel. "	"Taluom Juhan E. (1850--1939), Miina Gross (Laatre v  Saksamatsilt). "	"12 õ-v: Alfred (1879--1918, vt), Friedrich (1885--1911,  vt), Ida (1. e naisjurist), Gerta Palvadre (1891--, ae 1912  õiguskantsler Anton P. /vt/). "			"Koduõp, Trt Salomoni kõrg.tütarl.k  1888--93, koduõp eksam Trt-s 1893, Pariisi ü med. "	"Koduõp Soomel  1894--96, 1898--1903, Venemaal 1896--98, 1911--14, Arula Rebaste v-k  juh 1914--16, 1905.a revol, 1906 Pb-s ja Soomes, Pb Pealinna Teataja  toim.l 1916, Keeni v-van abi 1917, Trt-s 1918--20, kooliõp Pärnus  1921--25, Kärdlas 1925--27 (valland), Sangaste v Laatre Soome peren  1930--32 (vigast 1932), aedn Elvas, Arulas. "	" Kirjanik. "	"Srn 20.XII 1955  Arulas, maet Puka kalm-le. "	"PmA, EBL, EAT, EE, EBLl, EAT2, EKrL, EKoBL"
3266	3266	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Trilljärv, Aleksander Harald"	"1871-04-19"	"1944-09-30"	"näitleja, teatritegelane, tõlkija"	"EATArh.: Trilljärv, A."	"EAT, 352; EE (2000) 14. kd., lk. 550."	"Porkuni m. Virumaa"	"Tallinn"																	"EATArh.: Trilljärv, A."
3283	3283	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Tuglas, Friedebert"	"1886-03-02"	"1971-04-15"	"kirjanik, kriitik, kirjandusteadlane, tõlkija, kultuuriloolane"	"Tuglase nime tekke kohta vt. E. Roos. Kirjanikunimi Tuglas. // Keel ja Kirjandus, 1974, nr. 3, lk.174-175."	"EAT, 353-354; EAE-40, lk. 233-234."	"Ahja mõis Võnnu khk. Tartumaa"	"Tallinn"	"Maetud Metsakalmistule."																"Tuglase nime tekke kohta vt. E. Roos. Kirjanikunimi Tuglas. // Keel ja Kirjandus, 1974, nr. 3, lk.174-175."
3293	3293	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Under, Marie"	"1883-03-27"	"1980-09-25"	"luuletaja, tõlkija"		"EAT, 361; EAE-40, lk. 239; Eesti kirjanike leksikon (2000), lk. 626-628."	"Tallinn"	"Stockholm"																	
3306	3306	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Turp, Hans"	"1880-00-00"		"õpetaja"	"TURP, Hans. 17.V 1880 Vil Aidu v Virusel. Taluom Andres T.,  Ell Kõrb (Aidu v Kukelt).  ö k.õp Salme Nõmme (vt). Ae 1901 Anna Marie  Linkmann (Lõve v Pori aleviku kaupm Hans L., Anna). Salme Rikas  (1902--, k.õp Tall-s, ae R.), Jenny Kuurberg (1903--, k.õp Lagedil, ae  K.), Viktor (1905--89, vt), Friida Oskar (1906--, k.õp Kehras, ae O.).  Aidu Tölli v-k 1889--91, Paistu khkk 1891--94, EAleksK 1894--96. öp  Loodi v-k-s, Suislepa v-k-s 1896--97, S-Kõpu Taki v-k-s jm 1897--1910,  Kärstna v-k juh, Sakala ja Oleviku toim 1910--12, V-Jaagupi HarS  algk.juh 1912--19, sv-s Sm-s 1917--18 (172.jalav.polk), ESõjamKom Sm-s,  Soome Sõjaväelaste Teataja toim, Rakv öS õp 1919--25, ajak Kool ja Kodu  toim 1924, Rapla Alu algk juh 1925--33, õp 1933--42, Anija algk õp  1942--47, KL; Pr V 1938. Srn 1947 Aegviidus, maet Aegviidu kalm-le.  EAT, EAT2, EKoBL"	"EAT, 354-355."									"TURP, Hans. "	"17.V 1880 Vil Aidu v Virusel. "	"Taluom Andres T.,  Ell Kõrb (Aidu v Kukelt). "	" ö k.õp Salme Nõmme (vt). "	"Ae 1901 Anna Marie  Linkmann (Lõve v Pori aleviku kaupm Hans L., Anna). "	"Salme Rikas  (1902--, k.õp Tall-s, ae R.), Jenny Kuurberg (1903--, k.õp Lagedil, ae  K.), Viktor (1905--89, vt), Friida Oskar (1906--, k.õp Kehras, ae O.). "	" Aidu Tölli v-k 1889--91, Paistu khkk 1891--94, EAleksK 1894--96. "	"öp  Loodi v-k-s, Suislepa v-k-s 1896--97, S-Kõpu Taki v-k-s jm 1897--1910,  Kärstna v-k juh, Sakala ja Oleviku toim 1910--12, V-Jaagupi HarS  algk.juh 1912--19, sv-s Sm-s 1917--18 (172.jalav.polk), ESõjamKom Sm-s,  Soome Sõjaväelaste Teataja toim, Rakv öS õp 1919--25, ajak Kool ja Kodu  toim 1924, Rapla Alu algk juh 1925--33, õp 1933--42, Anija algk õp  1942--47, KL; Pr V 1938. "		"Srn 1947 Aegviidus, maet Aegviidu kalm-le. "	" EAT, EAT2, EKoBL"
3368	3368	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Tõnisson, Mats"	"1853-03-23"	"1915-11-23"	"kalendrikirjanik"	"TöNISSON, Mats. 23.III 1853 Vil Aidu v Ahimäe Tatramäel. Pops  Johann T. (1812--61), Anne (1811--64). Kasuisa metsavaht Ado Märtson  (1804--). Ae Mari Vilter (1859--1952). 5 p. Aidu Tõlli k-k, Vilj khkk,  k.õp eksam 1872. Vändra Pumbioja Aleksandri v-k õp 1873--80, V-Vändra  ms-k õp 1880--81, V-Vändra Kirikaru talu om 1880--, Türil Tõnissoni  Täht-raamatu väljaandja 1882--1912, vangist 1913 (usu teotamine),  fotogr. Srn 23.XI 1915 Pb vanglas, maet Türi kalm-le.  EBL, EE, ENE1,  EKBL, EKrL, ENE2, EKoBL, ENE2(14)"	"EKBL (1975), lk.417."	"Aidu v, Paistu khk. Viljandimaa"	"Peterburi vangla"							"TöNISSON, Mats. "	"23.III 1853 Vil Aidu v Ahimäe Tatramäel. "	"Pops  Johann T. (1812--61), Anne (1811--64). "	"Kasuisa metsavaht Ado Märtson  (1804--). "	"Ae Mari Vilter (1859--1952). "	"5 p. "	"Aidu Tõlli k-k, Vilj khkk,  k.õp eksam 1872. "	"Vändra Pumbioja Aleksandri v-k õp 1873--80, V-Vändra  ms-k õp 1880--81, V-Vändra Kirikaru talu om 1880--, Türil Tõnissoni  Täht-raamatu väljaandja 1882--1912, vangist 1913 (usu teotamine),  fotogr. "		"Srn 23.XI 1915 Pb vanglas, maet Türi kalm-le. "	" EBL, EE, ENE1,  EKBL, EKrL, ENE2, EKoBL, ENE2(14)"
3371	3371	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Tõnurist, August"	"1869-02-03"	"1943-00-00"	"kirjanik, kodu-uurija, õpetaja"	"Nekroloog: Põhja Kodu, 1943, 27."	"EAT, 358."	"Mäetaguse v. Virumaa"																		"Nekroloog: Põhja Kodu, 1943, 27."
3476	3476	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Weizenberg, August Ludwig"	"1837-04-06"	"1921-11-22"	"skulptor, näitekirjanik, prosaist"		"EE (2000), 14. kd., lk. 585; Postimees 1857-1907, lk. 254-255."	"Ritsike kõrts, Kanepi lähedal"	"Tallinn"																	
3491	3491	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Feldmann, Elvine"	"1873-00-00"	"1917-00-00"	"koduõpetaja"																					
3503	3503	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Vares, Johannes"	"1890-01-12"	"1946-11-29"	"kirjanik, ühiskonnategelane, arst, luuletaja"		"Eesti Nõukogude Entsüklopeedia (1976), 8. kd., lk.312; EAE-40, lk. 19."	"Heimtali v. Paisu khk. Viljandimaa"	"Tallinn"	"enesetapp"																
3513	3513	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Vanaaus, Jakob Arnold"	"1871-09-24"	"1945-04-03"	"metsnik, ajakirjanik, seltskonnategelane, näitleja, kirjamees"	"A. Kals, M. Kals. Tuntud korbelaste elulood. Tartu, 1975, lk. 288-290. Käsikiri TÜR:TT - 468. - Meie Maa 1931, 107, 2; 1834, 48. - Lääne Elu 1931, 107. - Eesti Mets 1931, 9, 292-293. - Nädal Pildis 1936, 24.  VANAAUS (FELDMANN, WELTMANN), Jakob (ps Jakob Põllumees).  24.IX 1871 Pärnum Pootsi v.  Vallakasak Andrei F., Marie Lemki. Ae  1896--1917 Elvine Schütz (srn 1917, vt).  Olga Ormus (1903--88, vt).  Pootsi-Kõpu Aö khkk --1885, Audru Potsepa metsand.k --1895. Am, metsaam  Olustveres 1895--1905, łrim, Randlase toim 1914, Meie Kodumaa toim  1915, polits.am Pärnus 1916--17, 1918--19, metsaam Harjum-l 1919--22,  metsnik Haaps-s 1922--29, metsahindaja 1929--31, Lääne Elu toim 1928,  Lõbusa Külalise toim 1932, Oru v Keedika metsavaht --36, pens. EAT,  Nädal Pildis 1936/24 - ISOTAMM 2"	"EAT, 402."	"Pootsi v. Pärnumaa"		"Maetud Vilsandi saare kalmistule."						" VANAAUS (FELDMANN, WELTMANN), Jakob (ps Jakob Põllumees). "	" 24.IX 1871 Pärnum Pootsi v. "	" Vallakasak Andrei F., Marie Lemki. "		"Ae  1896--1917 Elvine Schütz (srn 1917, vt). "	" Olga Ormus (1903--88, vt).  "	"Pootsi-Kõpu Aö khkk --1885, Audru Potsepa metsand.k --1895. "	"Am, metsaam  Olustveres 1895--1905, łrim, Randlase toim 1914, Meie Kodumaa toim  1915, polits.am Pärnus 1916--17, 1918--19, metsaam Harjum-l 1919--22,  metsnik Haaps-s 1922--29, metsahindaja 1929--31, Lääne Elu toim 1928,  Lõbusa Külalise toim 1932, Oru v Keedika metsavaht --36, pens."			" EAT,  Nädal Pildis 1936/24 - ISOTAMM 2"
3567	3567	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Vilde, Eduard"	"1865-03-04"	"1933-12-26"	"ajakirjanik, näitekirjanik, proosakirjanik"		"EAT, 384; EAE-40, lk. 252-254; Eesti kirjanike leksikon (2000), lk. 672-674."	"Pudivere mõis Avanduse v. Virumaa"	"Tallinn"	"Maetud Metsakalmistule."																
